"n_pairs","neg_ratio","pos_ratio","near_zero_ratio","strong_neg_ratio_02","strong_neg_ratio_03","strong_pos_ratio_02","strong_pos_ratio_03","mean_corr","median_corr"
11108,0.16726683471372,0.831292761973353,0.119193374144761,0.0801224342815988,0.0570759812747569,0.673208498379546,0.562837594526467,0.302515315415686,0.347773293848269
